,count,percentile,highly_variable,highly_variable_rank,means,variances,variances_norm,dispersions,dispersions_norm,chrom,peak_type,manual_annotation_peaks,leiden_r1,gene_body_overlaps,nearest_gene,distance_to_tss,distance_to_tss_binned,accessibility_notochord,accessibility_spinal_cord,accessibility_primordial_germ_cells,accessibility_NMPs,accessibility_neural,accessibility_neural_floor_plate,accessibility_neural_optic,accessibility_hatching_gland,accessibility_PSM,accessibility_neural_crest,accessibility_neural_telencephalon,accessibility_endoderm,accessibility_lateral_plate_mesoderm,accessibility_endocrine_pancreas,accessibility_epidermis,accessibility_neurons,accessibility_fast_muscle,accessibility_hemangioblasts,accessibility_differentiating_neurons,accessibility_optic_cup,accessibility_hindbrain,accessibility_pharyngeal_arches,accessibility_tail_bud,accessibility_hematopoietic_vasculature,accessibility_midbrain_hindbrain_boundary,accessibility_muscle,accessibility_floor_plate,accessibility_pronephros,accessibility_enteric_neurons,accessibility_heart_myocardium,accessibility_somites,accessibility_neural_posterior,accessibility_15somites,accessibility_0somites,accessibility_10somites,accessibility_5somites,accessibility_30somites,accessibility_20somites,timepoint,timepoint_contrast,celltype,celltype_contrast,associated_gene,association_type,n_overlapping_genes,celltype_timepoint,leiden_0.7,leiden_0.5,leiden_0.3,leiden_1,optic_cup_subclust,linked_gene,link_score,link_zscore,link_pvalue,is_linked,hemato_manual,leiden,timepoint_numeric,leiden_0.7_integer,leiden_integer,Pseudotime,leiden_0.7_sub,leiden_1_sub
6-3788711-3789930,6770.0,0.9193831787951325,True,,3.393543968449027e-06,12623.36596697238,0.8510792106860624,-11.628949890187654,1.6117518734171077,6,intronic,PSM,12,nan,erich2,26920.0,20000-30000bp,-0.6702791781516257,18.479411016488054,0.4295874950705454,23.829589423254244,0.46564554613530457,-0.4185067306386284,-0.6503343174398077,-1.0634610282779529,22.492081771488632,4.411599400384854,-0.1286504096343189,6.590722726846889,-1.4996477404072095,-0.9587502411603268,0.004778367285916962,2.3667741428259577,0.06182475900213008,-0.5320879947222975,5.400700781556218,-0.2997968176968932,-0.6435160582851549,-1.0136033950982766,34.71924829344159,-0.7742078085802214,-0.7681017939234802,5.416581773437258,-0.36954013340231645,10.50465507564631,0.9334322118007798,1.5987443809041832,1.3162011499084045,1.5828998805083516,20.79190663849242,27.216154670374408,29.57346911163221,26.34343125492986,4.729785330362619,22.159247542775596,10somites,1.1470509427398459,tail_bud,4.673632435895736,nan,single_overlap,1,tail_bud_10somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,2,10.0,0,2,1.385207112074829,4,3
6-6957660-6958004,743.0,0.4276754978668423,True,,1.3143790222783513e-06,265.4148982179881,0.8274783031744204,-11.9190435661308,1.6753414397279858,6,exonic,unassigned,12,zak,tuba8l4,18275.0,10000-20000bp,18.908077036956968,-1.906149123233467,-2.2224741032543944,1.974568746239615,-2.1823355610740136,-1.5574971695909374,-1.8200501072842807,-0.9836564561512049,1.6829586420280864,-1.1502074943208702,-1.600908601589024,4.087442327662956,-1.0433282509253887,-2.42388951499895,-1.0098675692997883,-1.3346461079722542,-1.5118789131914232,-0.8589753735730727,-2.677638422816532,-0.18863326932482277,-2.3707711956737296,-0.9387941257147258,-1.0948259139428473,-0.964202117786064,-1.8185253810141384,-0.6986178667775534,-1.1052957212434034,1.0483075735290994,-1.3600830248368945,-0.7914492921620362,-1.6436113856185095,-1.9300711691397021,-2.214666600555145,-1.5729935425962385,-2.1333023140718295,-5.399397755492109,-2.9461648473623643,2.779496153984383,20somites,4.1852857419456315,notochord,13.96050537593689,zak,single_overlap,1,notochord_20somites,8,11,4,34,unassigned,,,,,Not linked,unassigned,4,20.0,0,4,7.761003878180647,2,10
6-7098563-7099530,1293.0,0.6392029761217414,True,,1.728728600879814e-06,763.8915086649346,1.0910575778940506,-11.636135835985181,1.6954708532817084,6,intronic,notochord,12,nhej1,nhej1,10017.0,10000-20000bp,47.052443045069424,0.15482273461599907,-0.09123282390759274,-0.2422726149002426,-1.567619984868494,-0.796546959085114,-1.3772832770263073,0.2788116567453936,0.36680045453555876,0.8136084831043005,-0.30976468086228665,0.6703119002997209,-1.6316358502652721,-0.16555350509652725,-0.6941690209441752,-1.427874830537082,-1.2050223976022134,-1.1900879705264458,-1.2766759367470348,-1.1047812501609968,-0.01889193455303484,-0.6881083960831607,-0.8982095172289951,-1.2623845800852107,-0.7020098366474613,-1.848726143730181,-0.23660738548208943,0.3675910090183031,0.8176868996991669,-0.7904524794730965,-0.527045244614462,-0.492600169720639,6.124124437613685,9.084105986213935,4.367640114686026,10.646384727542658,-4.548878792719717,4.303142919603168,5somites,1.4896980166697114,notochord,63.591490271410905,nhej1,single_overlap,1,notochord_5somites,8,11,4,34,unassigned,ihhb,0.1163077769982,17.8579467096068,1.2534661288369e-71,Linked,unassigned,4,5.0,0,4,7.231401035031194,2,7
6-7102098-7102550,649.0,0.37268153687226335,True,,1.1365950126793795e-06,288.7600007115308,1.0895789080438056,-11.896242737305696,1.704089690625764,6,intronic,notochord,12,nhej1,nhej1,6739.0,0-10000bp,28.724273322071447,-0.9469246080607152,-2.2224741032543944,-0.5648240525895998,-0.31915196788528116,-1.3164004628247437,-1.902048451719718,-0.9693166083126051,-1.7266113196266437,-1.6896325843597544,-2.3339470731157594,-2.4900664218744053,-1.8058578604720286,-1.3379641529498798,-2.4534429553625556,-1.1540305386608054,-2.270522139678125,-1.4320266713592709,-2.021908553722117,-1.555144389763969,-1.2112396833394063,-0.4766573807857618,-1.7738161781528103,-1.0119000956947415,-1.7118421834820872,-0.7878278513076036,-2.2191291843418592,0.7976772936656235,-1.4488623301754076,-1.6452022727441098,-0.3730626694688699,-2.2268069450613908,3.7465636144692875,-0.5804276866294639,-3.8707867322173195,-2.0643041252057075,-6.300949709321102,-6.806786435505043,15somites,3.2074330434984546,notochord,41.766136137985534,nhej1,single_overlap,1,notochord_15somites,8,11,4,34,unassigned,ihhb,0.104529156798158,15.49520644319,1.86879158289941e-54,Linked,unassigned,4,15.0,0,4,7.761003878180647,2,7
6-10042943-10043416,979.0,0.5386371509626517,True,2330.0,1.3331471724116404e-06,1855.1588357795642,3.9346762119495957,-12.03346549792694,1.5310734208451648,6,intronic,unassigned,9,sucla2,sucla2,5928.0,0-10000bp,0.8044136627457704,-1.0756180318041655,-2.2224741032543944,-1.871317662449895,-2.1208041153040678,-1.6279368979798392,-1.8884088557501675,2.7528651130542143,-1.558450645466786,-2.3781160768363945,-0.4413795398962697,-0.3861147455889841,-1.1187539651059775,-2.770686943851529,-1.7973698041675,-1.5853115019436066,8.555300303239488,-1.1387880719855854,-2.3214566087370043,-1.6291368931698034,-1.5254621701504338,-0.8164072429192221,-1.1275677883900694,0.8828839539123793,-1.8854406966672137,13.409708653427558,-1.9973497847945467,-1.8319613984928373,-2.207875610162305,0.29146179052193955,-1.5876514720246517,-1.3887452817381005,-1.4185658317838445,-7.432766850851585,-3.333768584702138,-4.68424582856824,0.6521963562288546,0.6131983079469479,30somites,1.4189481492653793,muscle,6.830434488661304,sucla2,single_overlap,1,muscle_30somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,0,30.0,1,0,9.23219431718851,0,9
6-10298172-10298416,134.0,0.010241341751530037,True,,3.666686819612287e-07,40.89259810231266,1.0452074810481784,-12.226887357117718,1.9447431873138095,6,intronic,unassigned,12,scn1lab,scn1lab,22382.0,20000-30000bp,6.904698510950165,-2.9326740960534314,-2.2224741032543944,0.3148305148819473,-2.3098425523671047,-2.8299744169052348,-2.8996450597838335,-1.49602257666928,-2.5226980925130476,-3.370485863031758,-2.276829744513404,-3.244863709937233,-1.8773839586413654,-2.249289107574208,-3.345349171301354,-2.4134550385576583,-2.2983065229820077,-1.5308938656087496,-1.9467878310764655,-2.8288056665446044,-2.705631846089009,-2.9835463730992076,-2.642575635760394,-2.558962142975372,-2.726592737284424,-3.086868864396514,-2.8614843858176027,-3.2549414894550037,-3.318192043795504,-3.3748301493865682,-2.050361131250799,-2.572819465093766,-12.429889453223577,-13.90859187034524,-12.208398486403997,-14.568838712794621,-11.73686556507189,-6.660474528047869,20somites,5.84382659156845,notochord,12.858712792627664,scn1lab,single_overlap,1,notochord_20somites,8,11,4,34,unassigned,,,,,Not linked,unassigned,4,20.0,0,4,7.761003878180647,2,10
6-10582051-10582710,1808.0,0.735978428110868,True,34885.0,2.761978085096786e-06,2912.1720771366645,1.6926542431390725,-10.870552278235317,2.7104751694360014,6,intergenic,unassigned,12,,,,,19.71813045508628,-1.1375240515711462,2.5080797202567107,40.905654465306355,-0.08235354804093831,-1.0201685368089406,-1.9615603194980598,-1.5496381331632978,-0.8371164479475723,-0.6251086424920425,-0.9457462173098815,7.345659903058399,0.32797267788869877,-2.12776440699287,1.152494579157997,-1.254059709459194,-1.5035775404349585,-1.643453668634987,-2.066830151680005,-1.5809758937677096,-1.7516550750537339,-0.4083496655207577,12.5204320775302,-0.23593246482449146,-1.6601882549593783,-0.26953531648072193,-1.1596373109754277,0.5100721615961732,-0.3897806859908861,-1.9545190710388332,-0.5978246886659622,-1.00393327065773,6.978174018693417,14.13566216129893,10.655052272485444,14.14876764064428,5.138735438220274,6.164871436568938,5somites,1.6625158220902032,NMPs,8.74227034133556,,,0,NMPs_5somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,2,5.0,0,2,2.336331802666653,4,3
6-12267348-12267791,3818.0,0.8664989685316322,True,,3.1650360722396673e-06,8988.74743663493,1.0071634876729496,-11.585032009781393,1.6740984919380757,6,intronic,muscle,9,pkp4,pkp4,28601.0,20000-30000bp,9.727643688681713,-1.0259699104934252,1.2413601743820513,-1.2411254980411535,-0.30321897017781696,-0.9221453451007733,-1.1573070420921927,-1.6384488786963765,5.954870677016007,0.045695141119618865,-1.1638590071478696,-1.9632582970436623,3.2137153833497076,-0.7006699415242498,-1.5539290761208027,-1.2145729470365039,29.852995450850802,-0.75501270473062,0.798487507873402,-2.020807250213359,-0.6692115712097164,23.953937412480652,-1.4596152503032953,-1.0599062679588245,-1.554893436249142,23.85951731412249,1.0430435256621575,-1.4376265978990854,-0.09722489221609987,-1.0408403323553401,38.532325880044446,-1.668727074283326,21.754698985855242,17.46774196571322,22.747185343957277,21.567776138922117,6.897296659608759,23.140522770632803,20somites,0.8594377518543989,fast_muscle,4.3869790667581325,pkp4,single_overlap,1,fast_muscle_20somites,11,12,4,8,unassigned,pkp4,0.0812521611885608,9.27759377727789,8.6674502694804e-21,Linked,unassigned,1,20.0,1,1,5.205636885482396,1,11
6-12719498-12720283,5026.0,0.8955298876152015,True,,4.204316802956109e-06,10223.452564829118,1.006650359486483,-11.168882183037354,2.329275712155582,6,intronic,fast_muscle,9,dock9b,,,,9.549107919248817,1.9704315542422481,6.048259806751674,6.398906364212031,1.180306374682639,-0.2863515760083367,-1.051209391735764,-0.2083352391457265,11.583966934625568,1.0515643172955742,-0.1883947856478292,1.0506468890814942,4.7948464760848974,0.5728626032004153,2.016579869281227,-0.6945296064518257,24.495501671700055,3.411054747565854,0.7145160130008218,-1.5517446465660067,-0.21666252536985414,2.628440256111195,-0.1620257720530409,3.810768504731051,-0.4269715018338659,17.202939777349428,0.20533773865824956,19.66044290367,3.456677230244252,1.3558646800942837,43.14659336703892,-0.8280869462342156,30.853613224502965,10.744591266038423,25.53571676404994,18.65059612716575,34.51101183406702,40.39577479200014,20somites,1.9143812642406641,fast_muscle,4.184580322561715,dock9b,single_overlap,1,fast_muscle_20somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,1,20.0,1,1,4.8142292963503905,8,11
6-12773697-12774136,1436.0,0.6723113942144143,True,9547.0,1.7933766395705651e-06,4446.674133771108,2.5763623105754805,-11.757203767869159,1.5433160984172454,6,intronic,muscle,9,dock9b,dock9b,14623.0,10000-20000bp,-1.6222769131509793,-1.538653116001429,-2.2224741032543944,-1.3536601381099913,-0.7058841931359396,-1.735278498940072,-1.932241872894946,-1.599224649723625,0.17398109853326443,-1.8670102396211972,-1.0117881761734333,-1.9586631287852543,-1.5902614811287386,-0.8622789399444448,-2.5056087149892736,-1.7317692423429636,15.790849823939302,-1.491325625577707,1.0851916547283054,-1.8278999086801373,-1.9625629197679917,-1.748486690818274,-1.7180075399686214,-1.6904844148181755,-2.335931046616886,21.418932389683313,-2.0105045905361774,-1.0557449591925692,27.600151465608988,-1.7070756653529624,1.997493584039435,-2.0675122535889896,9.309812366226806,-5.613415675599621,0.40749421917182815,0.6140648556278063,5.5443260657171995,13.951709162273414,20somites,2.3481043178886023,enteric_neurons,5.42403647294352,dock9b,single_overlap,1,enteric_neurons_20somites,11,12,4,8,unassigned,dock9b,0.0981749400514854,4.19293359815782,1.37685033343699e-05,Linked,unassigned,0,20.0,1,0,8.836588166222477,0,0
6-12776990-12777550,2448.0,0.8001463717593011,True,25520.0,2.4353806700034555e-06,6147.101402563805,1.8773284612941943,-11.672957039003476,1.6058409910704974,6,intronic,muscle,9,dock9b,dock9b,11269.0,10000-20000bp,-0.541413110349827,-1.2281222685522968,-2.2224741032543944,-1.629789423149823,-0.7264245890024474,-1.7883980983746266,-1.3782327938783467,-1.2993061517566136,2.4328697834854207,-2.151722532853146,-0.8369760795608061,-0.8399278886117674,-0.2723233126087621,-2.0207588911800634,-0.36689594207592147,-1.2870268058306447,27.173203954950313,-1.1443585159234102,11.325355161067609,-1.3668505823666826,-1.7574945257160788,-1.3938040146924031,-1.5592232497936838,-1.1877072585843986,-1.504202138829186,20.005591703041063,-1.4554401566232804,-0.045284049037269125,32.053046566034965,-0.7180563360908804,12.37654481508113,-1.802378990354356,21.82612462423835,0.2687435046611526,21.069416670221237,15.194941195621835,0.5723164897317241,13.910477690135085,15somites,1.392826996120958,enteric_neurons,4.734861941267175,dock9b,single_overlap,1,enteric_neurons_15somites,11,12,4,8,unassigned,dock9b,0.121185734365034,4.43214330445434,4.66504854773828e-06,Linked,unassigned,0,15.0,1,0,8.685357243286772,0,0
6-13252616-13254372,11559.0,0.9505222881432633,True,,4.115197905547379e-06,25618.28880943094,0.7962893661080739,-11.735611951413976,1.5085702409628008,6,exonic,PSM,12,ino80db,ino80db,46356.0,40000-50000bp,8.52994852528434,4.234793808281797,0.41657843690762053,23.402046527753445,1.5356477023219797,0.24990006657607078,0.478138791965895,0.3111207296787423,37.2187710255199,2.8638819268089053,-0.0036977673689378918,7.099536760128436,1.771333772259619,0.6034553482771736,2.8819630155304563,0.6035107458831545,0.6722066560043728,1.1577678399997087,2.2474037070693433,0.5484860946243433,0.7352079611703193,1.8661079922485557,42.34232708106138,0.5038702077270503,1.417813288210066,13.774915445951656,1.3232718536972694,10.6517316322995,6.494973865639965,3.0152872329231886,7.57134810375474,1.0375663110159876,32.67666639675309,40.14139412081049,36.63605644307708,47.63735038057264,2.8966185054882114,27.569128842504544,5somites,1.4863095956637693,tail_bud,4.825368007948405,ino80db,single_overlap,1,tail_bud_5somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,3,5.0,0,3,0.1356638147608551,5,5
6-13348005-13349265,17206.0,0.9665014652780596,True,,5.319092448027211e-06,30035.834091469304,0.8585082251899644,-11.640336901641021,1.7802060260861545,6,exonic,muscle,12,arl6ip6,rprmb,15503.0,10000-20000bp,18.578274943855355,17.955271807267984,-0.4549186912492339,16.314159404759064,-1.4107557336695815,-1.072938822996141,-0.1535783520487662,-0.5443690029104638,44.28569712584566,6.180606877472588,-0.650612592464662,14.704732816179918,2.2689245875443076,0.03779709699584263,3.548235625506472,1.1121204683484538,22.079093367366315,4.019952546902668,8.168707422133686,-1.031406748592448,-0.2719048537988306,3.530836165813838,27.75627043162789,0.9487773688613445,-0.5297005530141479,30.773020093962625,1.9843401024771243,8.551283420506765,10.27507607288658,0.2811515030741387,43.25483756786002,-0.5662005419138193,47.24307080492311,56.2760761002969,58.37279101737081,68.85112590371358,9.557558400406473,39.62215869787967,5somites,1.5093178348121843,PSM,4.179750122115943,arl6ip6,single_overlap,1,PSM_5somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,3,5.0,0,3,0.0,7,4
6-14069318-14070746,8098.0,0.9313644407131956,True,,3.1738415998298736e-06,24368.076386803703,0.8111409030996545,-11.643723634102043,1.59077879895549,6,intergenic,PSM,12,,etv5b,29871.0,20000-30000bp,6.598208839049137,-0.3379183397954806,1.4519158365794436,26.562371234517144,-0.5889893311098906,-0.8845219590584872,-0.04727012467064075,-1.211851632186546,20.930583989268253,0.5037934038928382,0.38623066112372795,3.81728189266931,3.0967023620698253,2.0722007370662894,1.3315669050037322,-0.4140671858159773,2.3242867785811274,-0.6211182176475443,-0.13281199703943947,-1.0595775180588138,-0.5002921491813404,1.030862044213202,42.232994453002114,-0.17902014791837922,-0.474409921957773,16.691750239068437,-0.036559061040600666,5.453482470184186,-0.5429200325122661,0.3513604753729568,6.086621666262133,-0.46649252565056454,14.65263041673307,42.408866247544324,26.39449344410253,42.39602157318442,-7.74463548018262,15.3170176428984,0somites,1.4749651060477957,tail_bud,5.987302061483152,etv5b,nearest_only,0,tail_bud_0somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,3,0.0,0,3,0.9103968232340799,4,3
6-15214067-15214910,5989.0,0.9102435264046539,True,,2.5880559387979545e-06,21699.249925711007,1.187098900932218,-11.728034271285606,1.530018667720405,6,intronic,NMPs,12,nck2b,si:ch73-23l24.1,36183.0,30000-40000bp,6.670748493899573,3.9053022543566014,-0.8714943922972761,25.68425905864231,0.4437638550388702,-0.9281053104938404,-0.40629478702222516,-1.4356439909704064,15.138569308636033,1.600889798037746,-0.6206635106420466,3.0210147037672237,0.04332717741484112,-0.7442474107531463,-0.6706812585217855,-0.8195092679854635,0.7763990670448113,-0.7923932324896468,1.0890229531315865,-0.5211709805625521,-0.623645757583431,-0.2882786975279384,31.26811809954607,-0.707363828760164,-0.5084776462577065,7.680048202396304,-0.2064163789781527,2.665428604966294,2.5963594670385586,-0.06047508682739233,1.1297975280263801,-0.3027237774762994,3.828256728843312,44.32405038441543,17.502406389749183,33.69766449128174,-7.12398048022077,0.977065742724831,0somites,2.406648620390134,tail_bud,5.280232859085828,nck2b,single_overlap,1,tail_bud_0somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,2,0.0,0,2,1.2843332933755338,4,3
6-15651558-15651900,957.0,0.5296535452238801,True,13281.0,1.223694157959824e-06,2239.0169859164075,2.3209563102951036,-11.86080398059134,1.7487723763888343,6,intergenic,fast_muscle,9,,trim63a,1765.0,0-10000bp,-2.2834152818036944,-1.6916489222583908,-2.2224741032543944,-2.2394788973265296,0.9519870684352043,-1.8674766361541626,-1.9306023957975582,-1.3110751762073192,-2.0969305467534802,-2.061055199665379,-1.707169260387124,-2.0218533092537507,-2.248041583603466,-1.4622221232919457,-1.9119128603069615,-1.7377286762833468,12.476599534392546,-1.5369734778281485,-2.7453394530195405,-2.2514773841565123,-0.9042967240919401,1.2649216357620499,-1.7883798559073603,-1.1869816540944902,-2.1470157069262665,8.479727169114096,-2.061478773521536,-1.9023252577202232,-1.1926127356929115,4.281656936416005,0.6387498141335498,-1.178489001048944,-1.5901325632257424,-10.74179918548761,-4.457591155552803,-7.118883546450352,2.2517849481400596,2.061808664474523,30somites,1.5012361857501484,fast_muscle,6.082740282830256,trim63a,nearest_only,0,fast_muscle_30somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,0,30.0,1,0,9.23219431718851,0,9
6-20793397-20793927,1138.0,0.5948826061039209,True,44306.0,1.877312297544766e-06,939.3625175437792,1.5606468786132623,-11.752089892452304,1.5497430724999006,6,intronic,muscle,9,tns1a,,,,1.0027790156074974,-1.1296606720511027,4.8735870827043195,-1.504542984377812,7.6180207298097455,-1.0394672539289584,-1.6089964325727024,1.179091391559671,-1.5937424818768446,-1.5615336799903201,-0.9750102801979639,0.2939462519777336,-0.7456118052583618,-1.4349321214387607,0.39148590680791473,-1.348142563665458,4.1479230725944785,-1.5092235487023162,-1.6817351035816133,-1.6686281221483465,-1.6012481167370598,-0.6914961205819136,-1.6835566075991355,-0.42532574656921973,-1.7196372626665823,18.491398557307555,-1.1350029768533834,1.0506200058916166,-2.5629630120508184,1.0311230022483557,1.145660727910758,-1.5297662129395406,3.561860923823984,-7.729266326783634,4.302343289853987,-3.4791042141276955,7.308649152970857,8.110929812893936,20somites,1.3215576655164827,muscle,8.480111413718038,tns1a,single_overlap,1,muscle_20somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,0,20.0,1,0,9.23219431718851,0,9
6-20795546-20796318,1358.0,0.6549262367477381,True,,1.903699448320819e-06,1337.9028439617525,1.2576812730036138,-10.925916932899506,2.5880538966814086,6,intronic,muscle,9,tns1a,,,,-1.8909607371720727,-0.906396085142144,-2.2224741032543944,-1.9805862998136272,6.522629470941066,-0.5695552535749906,1.2398453071016031,0.4130122488448996,-1.3069804025817777,3.9087749502775244,-1.886320769066562,-1.7194416569556747,2.035937304675053,-1.7667185176660778,2.647295744582857,-0.7323258463719009,1.7638819391492628,-0.6390175080712063,-1.6114298144000667,0.7696900067506511,-1.7424756638321832,0.4632583500156789,-1.654874857500553,0.39434595475262685,-1.0041439699298718,13.121373827821248,-1.3469376735146004,-1.7551653050308373,-0.86987186999938,-0.04372074162796427,-0.22158556058026907,-1.2041331964069404,-1.3496824505951601,6.7786733662629315,-1.7399852855864402,1.8577511482153817,4.340997324973251,-3.6828248308505875,0somites,2.4178651300892122,muscle,6.7974796746763735,tns1a,single_overlap,1,muscle_0somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,0,0.0,1,0,9.23219431718851,0,9
6-20832308-20832825,838.0,0.47680054429072116,True,1841.0,1.1965280062657338e-06,1850.6190085962737,4.191527092169204,-11.921315721750767,1.672476609666645,6,intronic,unassigned,9,tns1a,tns1a,42545.0,40000-50000bp,-1.2380088088479166,-1.9815669098727735,-2.2224741032543944,-1.9999376996766036,-2.606020114121716,-2.1310746320485117,-2.145394939537603,-2.19066599098726,-1.6757015529550219,-2.3275390492034935,-1.579045121188743,-1.0351343829485127,-2.149271085648036,-2.7343545019257034,-2.2863663255411883,-2.2980366813904514,11.862058195398607,-1.5003323807151123,0.2523866810002174,-2.142449641249662,-2.2540026690688837,-2.7903417870897287,-1.525356077962003,-1.8179888082405893,-2.4101867703204753,18.60874728574062,-2.51760038020137,-2.500564765911948,3.5251387656807003,-2.307480840029687,2.474862303794144,-1.8459434001088795,-0.7753964065527811,-6.94936343822503,-0.8808358881731075,-3.253172544328447,-5.451997188801824,-2.1788807223507902,15somites,1.3522042685419622,muscle,7.3657179725097395,tns1a,single_overlap,1,muscle_15somites,11,12,4,8,unassigned,,,,,Not linked,unassigned,0,15.0,1,0,9.203859746868046,0,0
6-21190501-21191368,1749.0,0.7276314927110609,True,5319.0,2.0223809342492856e-06,3941.9933239592283,3.1007571806809424,-11.682427951742143,1.637292230622919,6,promoter,muscle,9,,obsl1a,1639.0,0-10000bp,-1.6154229374253954,-1.8466799040801183,-2.2224741032543944,-2.010284115110406,-1.6101831214990152,-2.1636915831537924,-1.883555713522062,-1.9549704510563686,0.7873132569698432,-1.876875830776566,-1.2567689638246493,0.5782482896028098,-2.264083293983555,-2.3205485917490036,-2.165316560100053,-2.0205854896184943,22.000427942007256,0.5521040531342041,-0.42898584313971827,-1.1469758309057039,-1.2490407699282218,-1.849277792490732,-1.627060184266292,5.657414485754396,-1.4581892260046265,22.24033892336988,-2.4681559215025284,-1.1774328348969652,-1.2566414032955604,13.334958520560548,4.1289623816525705,-1.6043368995229659,7.59058420621742,-1.4659600493000968,7.2142572498204895,-0.04456024380689422,5.8396331508900445,8.668276174123354,20somites,1.2697458533265034,muscle,4.37495600779111,obsl1a,nearest_only,0,muscle_20somites,11,12,4,8,unassigned,obsl1a,0.122567100995179,8.02404359253087,5.11599828294472e-16,Linked,unassigned,0,20.0,1,0,8.213602773101096,0,0
6-21192863-21193484,3465.0,0.8542102947097064,True,7142.0,2.795923742972695e-06,10637.914850300504,2.825087118193377,-11.370373492379745,2.0223940123806488,6,intergenic,muscle,9,,obsl1a,3878.0,0-10000bp,-1.892832057007613,-0.09518800928792692,-2.2224741032543944,-0.3668372380537113,-1.7801173507255976,-1.726007487812109,-1.9996062708691777,-0.5771764006980125,12.231637022752498,-2.1157776595529487,-0.9851771001421239,-1.6073938906765628,-1.6490611902871486,-1.9110524543717875,-2.1257543967617107,-1.7463740312480578,29.796304240338998,-0.8607682422055953,1.454733517333263,-1.6611360333052194,-0.7031436862047858,-1.7787739315959255,0.8061943430579027,-0.5766533108080685,-1.955448838210086,36.424084623881924,-1.44010662866634,0.5985961908774134,1.0448470285099882,6.803620686866821,22.00712494725068,-2.040655576792005,24.18538512971512,1.0194126346235546,13.650579221702236,7.277692635518745,10.240826788754184,20.975730302018736,15somites,2.043536103742281,muscle,5.8200701832263375,obsl1a,nearest_only,0,muscle_15somites,11,12,4,8,unassigned,obsl1a,0.116897547360933,6.06931430823733,6.42287619341518e-10,Linked,unassigned,1,15.0,1,1,6.036496112782695,1,2
6-21196209-21196478,357.0,0.15905367068538812,True,,6.433973652621613e-07,133.81849479125557,1.1000748114634868,-11.889321193278192,2.4260380160243757,6,intergenic,unassigned,21,,cidec,6295.0,0-10000bp,-1.5661215279469012,-2.3010527546835133,-2.2224741032543944,-2.1641171156555696,-2.464252777957854,-2.2041024826679028,-2.0148350189256403,-2.3850679762195317,-1.8580326692790496,-2.1511926650701287,-1.8701116481695261,-3.270848057815713,-2.0808336496998088,-2.6553335711066657,-2.1262457306810134,-2.4182247508074775,-0.606189537310715,-1.0450943331455966,-2.5779753387798965,-2.314535355430857,-2.123002418878622,-3.244913233274601,-2.0747352761666735,-0.23005742268441287,-1.8511659043081963,6.15315637363745,-2.622535818902402,-2.9042116371472213,-2.144020454662396,-2.046867360330528,-1.3070044463198993,-2.4423483245403736,-9.745536572120008,-11.1949825088458,-10.877448481040195,-12.628272112463337,-5.2353314114802805,-9.452775902236011,30somites,4.889428544987126,muscle,13.116751616545068,cidec,nearest_only,0,muscle_30somites,11,12,10,8,unassigned,,,,,Not linked,unassigned,0,30.0,1,0,9.23219431718851,0,9
6-21221230-21222292,5462.0,0.9027595289887865,True,,2.7722371556112458e-06,19227.223797497096,1.302734178533801,-11.503844646704334,1.8386503382383204,6,intergenic,muscle,12,,prkcaa,5859.0,0-10000bp,1.1620534087050851,-0.8074619660920103,2.245987027819746,5.142285966959314,-1.848228135459308,-0.7681973529999412,-1.4539944101600668,-0.5940088415735814,36.71008633672329,-0.1153429904671811,-1.5323425540148232,3.024468027643611,-0.36029448271987635,-0.49069960909895927,-0.6057240967795772,-1.4100022396768614,0.5227012105924693,-0.6365113680049823,0.22362916750660178,-1.7360402425078725,-0.8857837620586742,-1.1772592045136487,32.31735810173591,-0.250772816256269,-0.9545193893437993,23.596495215614215,-0.6395526301277501,3.1696802329391107,-0.5999975291347343,1.0441164058919603,0.7232145558844809,-1.0637037970026528,27.04534914668192,26.047185329519777,14.41273877472633,22.28171348558305,-6.0691108453936895,8.233762348905838,15somites,1.2385417740203235,PSM,4.813750824936846,prkcaa,nearest_only,0,PSM_15somites,8,11,4,14,unassigned,,,,,Not linked,unassigned,3,15.0,0,3,0.4510817096901053,5,5
