Peak1,Peak2,coaccess
chr4-6130397-6131073,chr4-24151417-24153141,0.5483991914562966
chr4-6130397-6131073,chr5-35086263-35087906,0.8484576816571394
chr4-6130397-6131073,chr1-33425301-33425897,0.8886010058177927
chr4-6130397-6131073,chr4-47547339-47547983,0.5146207153982498
chr4-6130397-6131073,chr1-15573458-15573733,0.4825712245752018
chr4-6130397-6131073,chr1-30264326-30265243,0.40692216330398195
chr4-6130397-6131073,chr4-47977874-47979603,0.3260857751726743
chr4-6130397-6131073,chr5-38327243-38328491,0.8645760147507944
chr4-6130397-6131073,chr1-18564710-18565018,0.3168740816507497
chr4-6130397-6131073,chr5-44144233-44145642,0.5199840513036866
chr5-37481541-37481839,chr3-40769056-40770395,0.5461169195153556
chr5-37481541-37481839,chr2-43632984-43634942,0.364666124717806
chr5-37481541-37481839,chr2-25190239-25191292,0.7950112035124317
chr5-37481541-37481839,chr2-18882750-18883104,0.41299785515535886
chr5-37481541-37481839,chr2-11192257-11193241,0.32713891518069416
chr5-37481541-37481839,chr5-27658609-27659729,0.4400027866363526
chr5-37481541-37481839,chr1-13431395-13432279,0.4216470676031248
chr5-37481541-37481839,chr4-41110400-41112399,0.3029094079257335
chr5-37481541-37481839,chr4-4177825-4178858,0.6797439022714209
chr5-37481541-37481839,chr2-44381573-44382850,0.6995262869556245
chr5-37481541-37481839,chr5-30549535-30550618,0.33230874354594664
chr5-37481541-37481839,chr3-32530803-32531658,0.8568943814471051
chr5-37481541-37481839,chr2-42771748-42773445,0.8725450158976298
chr5-37481541-37481839,chr1-17953831-17955291,0.44849610423907116
chr5-37481541-37481839,chr5-8474447-8475859,0.5672084040140406
chr5-37481541-37481839,chr5-11074901-11075961,0.41127429485048217
chr5-37481541-37481839,chr1-29766157-29767600,0.42579229021619014
chr5-37481541-37481839,chr5-34843222-34845207,0.8097172376929109
chr5-37481541-37481839,chr2-5466271-5467239,0.4385781027166845
chr5-37481541-37481839,chr2-47756336-47757431,0.7888965968096873
chr5-37481541-37481839,chr1-23024096-23025252,0.7576117854413277
chr5-37481541-37481839,chr3-35958762-35960598,0.36408029088764743
chr5-37481541-37481839,chr1-47642343-47643609,0.8631903561644825
chr5-37481541-37481839,chr1-15573458-15573733,0.49332867277865466
chr5-37481541-37481839,chr5-38327243-38328491,0.5858713210904056
chr5-37481541-37481839,chr4-3763642-3765334,0.7609565352752425
chr5-37481541-37481839,chr5-44144233-44145642,0.5016342993974019
chr4-28674903-28676475,chr1-26297197-26297577,0.32567947128395097
chr4-28674903-28676475,chr1-19992383-19993929,0.48451650491495313
chr4-28674903-28676475,chr2-43632984-43634942,0.7960563800537461
chr4-28674903-28676475,chr2-35968898-35969783,0.5029897724385315
chr4-28674903-28676475,chr2-25190239-25191292,0.561846918148839
chr4-28674903-28676475,chr5-27658609-27659729,0.3695183528927408
chr4-28674903-28676475,chr4-43392022-43393388,0.45646877209530984
chr4-28674903-28676475,chr2-2079600-2081515,0.6904308762724203
chr4-28674903-28676475,chr5-30549535-30550618,0.3871833522636145
chr4-28674903-28676475,chr3-32530803-32531658,0.7195347447185046
chr4-28674903-28676475,chr1-36201143-36202173,0.8443387247946792
chr4-28674903-28676475,chr3-7319707-7320988,0.4701637307135935
chr4-28674903-28676475,chr2-42771748-42773445,0.46519518232844914
chr4-28674903-28676475,chr1-5294539-5295751,0.4223777247706291
chr4-28674903-28676475,chr1-17953831-17955291,0.3925589213575808
chr4-28674903-28676475,chr5-8474447-8475859,0.8166512889073707
chr4-28674903-28676475,chr3-34698788-34700097,0.57636217552902
chr4-28674903-28676475,chr5-2748014-2749222,0.7108060459575898
chr4-28674903-28676475,chr2-47756336-47757431,0.3569944969622513
chr4-28674903-28676475,chr4-24151417-24153141,0.3721584092695736
chr4-28674903-28676475,chr1-29372244-29373464,0.8919343829926394
chr4-28674903-28676475,chr5-3640328-3641447,0.8346022777879354
chr4-28674903-28676475,chr3-27328752-27330074,0.5724366876184537
chr4-28674903-28676475,chr1-15573458-15573733,0.5753476791847022
chr4-28674903-28676475,chr1-30264326-30265243,0.8053422489446829
chr4-28674903-28676475,chr4-47977874-47979603,0.3568574069866388
chr1-26297197-26297577,chr3-40769056-40770395,0.40171079603720494
chr1-26297197-26297577,chr1-19992383-19993929,0.6805727914928168
chr1-26297197-26297577,chr2-25190239-25191292,0.5510809241664298
chr1-26297197-26297577,chr2-18882750-18883104,0.4918239765134459
chr1-26297197-26297577,chr1-25850677-25852076,0.8682679305938648
chr1-26297197-26297577,chr5-15900027-15901756,0.8658367271947551
chr1-26297197-26297577,chr4-43392022-43393388,0.49998539272703235
chr1-26297197-26297577,chr3-49939582-49940995,0.6422753096056437
chr1-26297197-26297577,chr2-2079600-2081515,0.8025458587116931
chr1-26297197-26297577,chr2-44381573-44382850,0.4481521147221392
chr1-26297197-26297577,chr1-19762804-19764599,0.7955643356978801
chr1-26297197-26297577,chr5-4379569-4380404,0.7012932036563359
chr1-26297197-26297577,chr1-36201143-36202173,0.49944751859006054
chr1-26297197-26297577,chr2-42771748-42773445,0.7445347444907601
chr1-26297197-26297577,chr1-5294539-5295751,0.6416774445926325
chr1-26297197-26297577,chr1-21840174-21841175,0.8089761900822743
chr1-26297197-26297577,chr1-17953831-17955291,0.580434167148954
chr1-26297197-26297577,chr3-16192217-16194096,0.822720645446827
chr1-26297197-26297577,chr5-2748014-2749222,0.8260958603658497
chr1-26297197-26297577,chr5-34843222-34845207,0.3939714197817358
chr1-26297197-26297577,chr2-44351876-44353199,0.4364098636978697
chr1-26297197-26297577,chr2-5466271-5467239,0.5928247556402204
chr1-26297197-26297577,chr5-29709379-29710618,0.6636100806821986
chr1-26297197-26297577,chr3-18498963-18500850,0.445674592815984
chr1-26297197-26297577,chr2-34127676-34128374,0.47339519551471
chr1-26297197-26297577,chr2-42827273-42829098,0.8579682663272059
chr1-26297197-26297577,chr2-46932658-46933474,0.7934525270687206
chr1-26297197-26297577,chr4-24151417-24153141,0.4131941983075143
chr1-26297197-26297577,chr4-1070640-1070935,0.40836454974091785
chr1-26297197-26297577,chr1-23558781-23559576,0.7274743453946599
chr1-26297197-26297577,chr4-47977874-47979603,0.5486070237836633
chr1-26297197-26297577,chr5-38327243-38328491,0.8098419319329702
chr1-26297197-26297577,chr4-3763642-3765334,0.6263072841468289
chr3-40769056-40770395,chr5-44369428-44370555,0.31375930125280904
chr3-40769056-40770395,chr2-18882750-18883104,0.47672266785594
chr3-40769056-40770395,chr2-11192257-11193241,0.7745301097971291
chr3-40769056-40770395,chr4-43392022-43393388,0.8907698166973199
chr3-40769056-40770395,chr3-9849851-9850663,0.8422176493253357
chr3-40769056-40770395,chr5-30549535-30550618,0.3600396419661008
chr3-40769056-40770395,chr2-42771748-42773445,0.4056921390311793
chr3-40769056-40770395,chr1-5294539-5295751,0.6680194083242439
chr3-40769056-40770395,chr1-17953831-17955291,0.3157991768783805
chr3-40769056-40770395,chr5-8474447-8475859,0.7394924615432397
chr3-40769056-40770395,chr5-11074901-11075961,0.846584557315013
chr3-40769056-40770395,chr4-6698848-6700325,0.8199187987853831
chr3-40769056-40770395,chr2-44351876-44353199,0.467195227644738
chr3-40769056-40770395,chr2-47787763-47789209,0.4918387295855935
chr3-40769056-40770395,chr3-18498963-18500850,0.3961606625608143
chr3-40769056-40770395,chr1-23024096-23025252,0.778875730611864
chr3-40769056-40770395,chr3-35958762-35960598,0.7070427708159417
chr3-40769056-40770395,chr1-47642343-47643609,0.6995181012503064
chr3-40769056-40770395,chr2-48810594-48811520,0.6887776991270632
chr3-40769056-40770395,chr1-28812615-28813419,0.5273253446380991
chr3-40769056-40770395,chr2-42827273-42829098,0.49718628682805716
chr3-40769056-40770395,chr2-46932658-46933474,0.6337585769080221
chr3-40769056-40770395,chr1-5711075-5712692,0.316658896252218
chr3-40769056-40770395,chr5-19132747-19134339,0.3713464837060094
chr3-40769056-40770395,chr4-47977874-47979603,0.7403839615017942
chr3-40769056-40770395,chr5-38327243-38328491,0.7585604329365834
chr3-40769056-40770395,chr4-3763642-3765334,0.44842035100730815
chr3-40769056-40770395,chr5-44144233-44145642,0.843048929711752
chr5-44369428-44370555,chr2-43632984-43634942,0.5344937829193857
chr5-44369428-44370555,chr2-11192257-11193241,0.40549524932926256
chr5-44369428-44370555,chr1-25850677-25852076,0.3502499679596983
chr5-44369428-44370555,chr4-41110400-41112399,0.80243079854848
chr5-44369428-44370555,chr3-49939582-49940995,0.47224304913232495
chr5-44369428-44370555,chr5-47422165-47422678,0.36350766718350236
chr5-44369428-44370555,chr2-44381573-44382850,0.3998680584599529
chr5-44369428-44370555,chr5-30549535-30550618,0.45788078810344335
chr5-44369428-44370555,chr1-36201143-36202173,0.35228287191718033
chr5-44369428-44370555,chr3-16192217-16194096,0.3222668411760254
chr5-44369428-44370555,chr1-29766157-29767600,0.6293602898870203
chr5-44369428-44370555,chr4-15840260-15841687,0.6994710281670125
chr5-44369428-44370555,chr2-32099311-32099851,0.37582998400229084
chr5-44369428-44370555,chr2-44351876-44353199,0.40814767839832117
chr5-44369428-44370555,chr2-4693305-4695187,0.8907666478479375
chr5-44369428-44370555,chr5-29709379-29710618,0.815491537766329
chr5-44369428-44370555,chr4-47673570-47674149,0.37114334478307914
chr5-44369428-44370555,chr1-47642343-47643609,0.8531771923457034
chr5-44369428-44370555,chr2-34127676-34128374,0.8347740119364491
chr5-44369428-44370555,chr1-28812615-28813419,0.6003343169546669
chr5-44369428-44370555,chr3-27328752-27330074,0.8327945908049452
chr5-44369428-44370555,chr5-24767318-24767734,0.7701486599937508
chr5-44369428-44370555,chr1-23558781-23559576,0.8528525134391471
chr5-44369428-44370555,chr1-33425301-33425897,0.6145327172634618
chr5-44369428-44370555,chr1-15573458-15573733,0.6681361183551856
chr5-44369428-44370555,chr4-47977874-47979603,0.8653261019133389
chr1-19992383-19993929,chr1-13431395-13432279,0.5800612667193985
chr1-19992383-19993929,chr4-43392022-43393388,0.8596239390866536
chr1-19992383-19993929,chr4-4177825-4178858,0.6665899254755524
chr1-19992383-19993929,chr5-4379569-4380404,0.7834709952110508
chr1-19992383-19993929,chr3-7319707-7320988,0.34325543510693557
chr1-19992383-19993929,chr2-42771748-42773445,0.5946585979225834
chr1-19992383-19993929,chr5-11074901-11075961,0.8587063535457977
chr1-19992383-19993929,chr3-16192217-16194096,0.8222060372268694
chr1-19992383-19993929,chr3-35958762-35960598,0.6975889052749238
chr1-19992383-19993929,chr1-47642343-47643609,0.7625458451281306
chr1-19992383-19993929,chr4-31185054-31186579,0.6239640801756043
chr1-19992383-19993929,chr2-34127676-34128374,0.49297124983638074
chr1-19992383-19993929,chr1-28812615-28813419,0.5756326866624254
chr1-19992383-19993929,chr2-17934380-17935678,0.8813211198236237
chr1-19992383-19993929,chr1-5711075-5712692,0.8600893549686293
chr1-19992383-19993929,chr4-1070640-1070935,0.6275013471106969
chr1-19992383-19993929,chr5-19132747-19134339,0.6145654960963249
chr1-19992383-19993929,chr3-41260456-41261952,0.461789284465285
chr1-19992383-19993929,chr1-33425301-33425897,0.5723909546847095
chr1-19992383-19993929,chr1-15573458-15573733,0.8180372806462621
chr1-19992383-19993929,chr4-47977874-47979603,0.4186611206960963
chr1-19992383-19993929,chr1-18564710-18565018,0.3994705502932918
chr2-43632984-43634942,chr1-25850677-25852076,0.7749178560428757
chr2-43632984-43634942,chr4-4177825-4178858,0.6071990982214991
chr2-43632984-43634942,chr3-9849851-9850663,0.38553281579889764
chr2-43632984-43634942,chr2-45910237-45912119,0.47401316989491626
chr2-43632984-43634942,chr3-7319707-7320988,0.427627217165074
chr2-43632984-43634942,chr2-42771748-42773445,0.5186826096860386
chr2-43632984-43634942,chr1-21840174-21841175,0.8960932235319625
chr2-43632984-43634942,chr3-34698788-34700097,0.6584818598484918
chr2-43632984-43634942,chr5-2748014-2749222,0.40950061094509416
chr2-43632984-43634942,chr2-32099311-32099851,0.792986732479458
chr2-43632984-43634942,chr4-6698848-6700325,0.6295745101919671
chr2-43632984-43634942,chr5-34843222-34845207,0.8157775178878683
chr2-43632984-43634942,chr2-47787763-47789209,0.7294444540801481
chr2-43632984-43634942,chr2-4693305-4695187,0.763330008872369
chr2-43632984-43634942,chr5-29709379-29710618,0.6302869541193675
chr2-43632984-43634942,chr2-47756336-47757431,0.7036636088510537
chr2-43632984-43634942,chr1-28812615-28813419,0.4102168448383882
chr2-43632984-43634942,chr4-24151417-24153141,0.7271964027963189
chr2-43632984-43634942,chr5-3640328-3641447,0.8890572415350637
chr2-43632984-43634942,chr5-24767318-24767734,0.6788957066834655
chr2-43632984-43634942,chr3-41260456-41261952,0.7593552385875535
chr2-43632984-43634942,chr1-23558781-23559576,0.45523198125158143
chr2-43632984-43634942,chr1-18564710-18565018,0.5217305857097893
chr2-35968898-35969783,chr2-25190239-25191292,0.6114608833200668
chr2-35968898-35969783,chr1-25850677-25852076,0.691980198877881
chr2-35968898-35969783,chr5-15900027-15901756,0.5768567676748724
chr2-35968898-35969783,chr1-13431395-13432279,0.5604292334551457
chr2-35968898-35969783,chr4-4177825-4178858,0.4971924604907644
chr2-35968898-35969783,chr2-2079600-2081515,0.7064749240885899
chr2-35968898-35969783,chr3-9849851-9850663,0.639259961071265
chr2-35968898-35969783,chr5-30549535-30550618,0.812723750426227
chr2-35968898-35969783,chr3-32530803-32531658,0.4416028111900182
chr2-35968898-35969783,chr2-45910237-45912119,0.3610792443951586
chr2-35968898-35969783,chr1-21840174-21841175,0.6632166677925615
chr2-35968898-35969783,chr1-17953831-17955291,0.8225511100685232
chr2-35968898-35969783,chr2-47787763-47789209,0.6674740535568762
chr2-35968898-35969783,chr2-4693305-4695187,0.5232512056433466
chr2-35968898-35969783,chr2-34127676-34128374,0.45965265801256006
chr2-35968898-35969783,chr2-42827273-42829098,0.4636148958353159
chr2-35968898-35969783,chr4-24151417-24153141,0.3020179874149513
chr2-35968898-35969783,chr2-17934380-17935678,0.8295450327925944
chr2-35968898-35969783,chr5-35086263-35087906,0.5478012240727543
chr2-35968898-35969783,chr5-3640328-3641447,0.4857850730145684
chr2-35968898-35969783,chr3-27328752-27330074,0.8416983690085336
chr2-35968898-35969783,chr5-19132747-19134339,0.8325089679819697
chr2-35968898-35969783,chr5-24767318-24767734,0.5210373929683558
chr2-35968898-35969783,chr3-27778642-27779018,0.7547048775896326
chr2-35968898-35969783,chr1-15573458-15573733,0.7442408687583406
chr2-35968898-35969783,chr1-18564710-18565018,0.6419870152806884
chr2-25190239-25191292,chr2-18882750-18883104,0.5834888830374609
chr2-25190239-25191292,chr5-15900027-15901756,0.43977160360144296
chr2-25190239-25191292,chr4-43392022-43393388,0.5467082342332187
chr2-25190239-25191292,chr3-49939582-49940995,0.5243367376711922
chr2-25190239-25191292,chr4-18781862-18783281,0.596853517647793
chr2-25190239-25191292,chr3-32530803-32531658,0.6352244475778142
chr2-25190239-25191292,chr5-4379569-4380404,0.5660472398294759
chr2-25190239-25191292,chr2-42771748-42773445,0.8949103685032551
chr2-25190239-25191292,chr1-5294539-5295751,0.847419621393781
chr2-25190239-25191292,chr5-2748014-2749222,0.5649047585921971
chr2-25190239-25191292,chr5-34843222-34845207,0.6902385032424116
chr2-25190239-25191292,chr2-47787763-47789209,0.5201291477544683
chr2-25190239-25191292,chr4-47673570-47674149,0.8495785454922968
chr2-25190239-25191292,chr1-23024096-23025252,0.6131658108952935
chr2-25190239-25191292,chr3-35958762-35960598,0.8827547355749203
chr2-25190239-25191292,chr4-48685442-48687242,0.40460989094468747
chr2-25190239-25191292,chr4-36803420-36804016,0.8876097262014713
chr2-25190239-25191292,chr2-17934380-17935678,0.38672171670625793
chr2-25190239-25191292,chr1-29372244-29373464,0.5364105313456864
chr2-25190239-25191292,chr3-27328752-27330074,0.8029373629258811
chr2-25190239-25191292,chr4-1070640-1070935,0.7734891929596357
chr2-25190239-25191292,chr5-24767318-24767734,0.7856495004161104
chr2-25190239-25191292,chr3-27778642-27779018,0.8472238420373668
chr2-25190239-25191292,chr1-15573458-15573733,0.8636481517766896
chr2-25190239-25191292,chr5-38327243-38328491,0.6315223927260332
chr2-25190239-25191292,chr4-38342772-38344146,0.6543058123546333
chr2-25190239-25191292,chr5-44144233-44145642,0.6079640457908722
chr2-18882750-18883104,chr2-11192257-11193241,0.6348757042403974
chr2-18882750-18883104,chr5-27658609-27659729,0.8118483235081304
chr2-18882750-18883104,chr4-43392022-43393388,0.37146810172419065
chr2-18882750-18883104,chr4-4177825-4178858,0.4834847335197592
chr2-18882750-18883104,chr3-9849851-9850663,0.5313105833652285
chr2-18882750-18883104,chr1-19762804-19764599,0.3216306083027589
chr2-18882750-18883104,chr5-4379569-4380404,0.6529800690838078
chr2-18882750-18883104,chr2-45910237-45912119,0.5542105231453689
chr2-18882750-18883104,chr3-7319707-7320988,0.4871827606460339
chr2-18882750-18883104,chr2-42771748-42773445,0.4944561260957455
chr2-18882750-18883104,chr5-12802429-12803419,0.8527813036488847
chr2-18882750-18883104,chr1-5294539-5295751,0.8718635326294046
chr2-18882750-18883104,chr5-11074901-11075961,0.3152798094264377
chr2-18882750-18883104,chr3-34698788-34700097,0.659021537114122
chr2-18882750-18883104,chr4-15840260-15841687,0.407281273388402
chr2-18882750-18883104,chr2-32099311-32099851,0.6739469652821639
chr2-18882750-18883104,chr2-44351876-44353199,0.4419791199813305
chr2-18882750-18883104,chr2-4693305-4695187,0.5180607989776906
chr2-18882750-18883104,chr2-5466271-5467239,0.4149416034878793
chr2-18882750-18883104,chr2-47756336-47757431,0.660471185071777
chr2-18882750-18883104,chr3-35958762-35960598,0.3471738792806843
chr2-18882750-18883104,chr4-48685442-48687242,0.5634541280841249
chr2-18882750-18883104,chr4-31185054-31186579,0.7545762438659922
chr2-18882750-18883104,chr2-34127676-34128374,0.3467532631962237
chr2-18882750-18883104,chr2-42827273-42829098,0.461583707349259
chr2-18882750-18883104,chr5-35086263-35087906,0.7441195074606481
chr2-18882750-18883104,chr5-3640328-3641447,0.38760121444984424
chr2-18882750-18883104,chr5-19132747-19134339,0.7760619264687768
chr2-18882750-18883104,chr3-27778642-27779018,0.8883342240584071
chr2-18882750-18883104,chr5-38327243-38328491,0.6070911296366324
chr2-18882750-18883104,chr4-38342772-38344146,0.7069949775209111
chr2-18882750-18883104,chr1-18564710-18565018,0.7842137506853009
chr2-11192257-11193241,chr5-27658609-27659729,0.6520520696990586
chr2-11192257-11193241,chr4-41110400-41112399,0.7650253852876385
chr2-11192257-11193241,chr4-43392022-43393388,0.7743518263375865
chr2-11192257-11193241,chr1-19762804-19764599,0.8656998192625411
chr2-11192257-11193241,chr3-32530803-32531658,0.3663237815949366
chr2-11192257-11193241,chr1-21840174-21841175,0.8589457768835485
chr2-11192257-11193241,chr5-11074901-11075961,0.7814589732068606
chr2-11192257-11193241,chr5-2748014-2749222,0.488252271445346
chr2-11192257-11193241,chr2-32099311-32099851,0.6148299585399448
chr2-11192257-11193241,chr2-44351876-44353199,0.46523839787149224
chr2-11192257-11193241,chr5-29709379-29710618,0.5923986344382399
chr2-11192257-11193241,chr4-47673570-47674149,0.5777529884622992
chr2-11192257-11193241,chr1-23024096-23025252,0.7257302696077834
chr2-11192257-11193241,chr4-31185054-31186579,0.5896440896712831
chr2-11192257-11193241,chr2-42827273-42829098,0.7504040079350411
chr2-11192257-11193241,chr2-46932658-46933474,0.6785868334227272
chr2-11192257-11193241,chr5-3640328-3641447,0.6049012560110474
chr2-11192257-11193241,chr3-27328752-27330074,0.3615847969603674
chr2-11192257-11193241,chr5-24767318-24767734,0.39756336224800237
chr2-11192257-11193241,chr3-41260456-41261952,0.7744261351196955
chr2-11192257-11193241,chr5-38327243-38328491,0.3344508159580543
chr2-11192257-11193241,chr5-44144233-44145642,0.7288268006830152
chr1-25850677-25852076,chr5-15900027-15901756,0.6914765782961512
chr1-25850677-25852076,chr4-4177825-4178858,0.3965743705995578
chr1-25850677-25852076,chr4-18781862-18783281,0.43173185055837315
chr1-25850677-25852076,chr3-7319707-7320988,0.45222951060002575
chr1-25850677-25852076,chr1-5294539-5295751,0.7776834447373631
chr1-25850677-25852076,chr1-29766157-29767600,0.6298276821850979
chr1-25850677-25852076,chr4-15840260-15841687,0.41790171724382336
chr1-25850677-25852076,chr2-32099311-32099851,0.3494018885072463
chr1-25850677-25852076,chr2-5466271-5467239,0.637368784479656
chr1-25850677-25852076,chr2-42827273-42829098,0.5660662193022523
chr1-25850677-25852076,chr2-17934380-17935678,0.7993194096252152
chr1-25850677-25852076,chr5-24767318-24767734,0.5828901145404716
chr1-25850677-25852076,chr3-41260456-41261952,0.3323002196094059
chr1-25850677-25852076,chr1-33425301-33425897,0.8790321602987894
chr1-25850677-25852076,chr1-15573458-15573733,0.3773297319663899
chr1-25850677-25852076,chr5-38327243-38328491,0.6049030275292772
chr1-25850677-25852076,chr4-3763642-3765334,0.7691904514254473
chr1-25850677-25852076,chr1-18564710-18565018,0.6698023237744257
chr5-27658609-27659729,chr1-13431395-13432279,0.3912811513084764
chr5-27658609-27659729,chr3-49939582-49940995,0.8701195297545761
chr5-27658609-27659729,chr2-2079600-2081515,0.33566795886633033
chr5-27658609-27659729,chr1-19762804-19764599,0.674255245822273
chr5-27658609-27659729,chr3-32530803-32531658,0.5297081105600563
chr5-27658609-27659729,chr5-4379569-4380404,0.45149407575022826
chr5-27658609-27659729,chr2-45910237-45912119,0.3145800372995193
chr5-27658609-27659729,chr1-36201143-36202173,0.8013745871583622
chr5-27658609-27659729,chr2-42771748-42773445,0.7007371517106593
chr5-27658609-27659729,chr1-5294539-5295751,0.35312610456088933
chr5-27658609-27659729,chr5-11074901-11075961,0.7102071268808511
chr5-27658609-27659729,chr3-16192217-16194096,0.487559907212196
chr5-27658609-27659729,chr4-15840260-15841687,0.7618037031064637
chr5-27658609-27659729,chr2-44351876-44353199,0.8625963803693935
chr5-27658609-27659729,chr2-4693305-4695187,0.599268574437027
chr5-27658609-27659729,chr2-5466271-5467239,0.5131672103325777
chr5-27658609-27659729,chr1-47642343-47643609,0.6597798254088447
chr5-27658609-27659729,chr2-48810594-48811520,0.6494787760749101
chr5-27658609-27659729,chr2-42827273-42829098,0.36412119585302516
chr5-27658609-27659729,chr2-46932658-46933474,0.6818477169464396
chr5-27658609-27659729,chr5-35086263-35087906,0.5190587516329519
chr5-27658609-27659729,chr4-1070640-1070935,0.7819893894254252
chr5-27658609-27659729,chr5-19132747-19134339,0.5218232264950229
chr5-27658609-27659729,chr5-24767318-24767734,0.7417970557830296
chr5-27658609-27659729,chr1-23558781-23559576,0.3455252158639885
chr5-27658609-27659729,chr1-33425301-33425897,0.7721493192817508
chr5-27658609-27659729,chr1-15573458-15573733,0.33626223181416337
chr5-27658609-27659729,chr1-30264326-30265243,0.4072919984906916
chr5-27658609-27659729,chr4-3763642-3765334,0.4971798496687013
chr5-15900027-15901756,chr4-4177825-4178858,0.871008213746544
chr5-15900027-15901756,chr2-44381573-44382850,0.3800082031022217
chr5-15900027-15901756,chr3-9849851-9850663,0.8992154908001107
chr5-15900027-15901756,chr5-4379569-4380404,0.3433614248394833
chr5-15900027-15901756,chr1-36201143-36202173,0.7194617153525311
chr5-15900027-15901756,chr1-5294539-5295751,0.7711718705246047
chr5-15900027-15901756,chr5-8474447-8475859,0.48462987846814276
chr5-15900027-15901756,chr3-16192217-16194096,0.5271237286198387
chr5-15900027-15901756,chr2-47787763-47789209,0.5093172086274432
chr5-15900027-15901756,chr2-5466271-5467239,0.6881653303144071
chr5-15900027-15901756,chr1-23024096-23025252,0.3148289744789445
chr5-15900027-15901756,chr3-35958762-35960598,0.49309439814029515
chr5-15900027-15901756,chr4-48685442-48687242,0.5218555020973482
chr5-15900027-15901756,chr1-47642343-47643609,0.7515018894683887
chr5-15900027-15901756,chr2-48810594-48811520,0.3634883358761701
chr5-15900027-15901756,chr1-28812615-28813419,0.8891475340102915
chr5-15900027-15901756,chr4-24151417-24153141,0.8076618840485892
chr5-15900027-15901756,chr3-27328752-27330074,0.6646619291022636
chr5-15900027-15901756,chr3-41260456-41261952,0.4060590633447454
chr5-15900027-15901756,chr3-27778642-27779018,0.4697243935743808
chr5-15900027-15901756,chr1-30264326-30265243,0.8731163881742909
chr5-15900027-15901756,chr4-47977874-47979603,0.7200373640141766
chr5-15900027-15901756,chr5-38327243-38328491,0.5871087537496298
chr1-13431395-13432279,chr4-41110400-41112399,0.7218053484275277
chr1-13431395-13432279,chr5-47422165-47422678,0.6998790518212843
chr1-13431395-13432279,chr2-44381573-44382850,0.5965384364482134
chr1-13431395-13432279,chr1-19762804-19764599,0.6904149309799834
chr1-13431395-13432279,chr4-18781862-18783281,0.8434075555677785
chr1-13431395-13432279,chr2-45910237-45912119,0.5049204526446263
chr1-13431395-13432279,chr1-29766157-29767600,0.584415067834362
chr1-13431395-13432279,chr2-47756336-47757431,0.7540677540146743
chr1-13431395-13432279,chr1-23024096-23025252,0.5277883063283844
chr1-13431395-13432279,chr4-48685442-48687242,0.7020761323293295
chr1-13431395-13432279,chr1-29372244-29373464,0.6320994829910639
chr1-13431395-13432279,chr5-3640328-3641447,0.7931430140701525
chr1-13431395-13432279,chr5-19132747-19134339,0.4800885722013176
chr1-13431395-13432279,chr5-24767318-24767734,0.8589095928648287
chr1-13431395-13432279,chr1-23558781-23559576,0.38541282391500814
chr4-41110400-41112399,chr4-43392022-43393388,0.600437011085583
chr4-41110400-41112399,chr4-4177825-4178858,0.40836477820058753
chr4-41110400-41112399,chr2-2079600-2081515,0.46578039527494575
chr4-41110400-41112399,chr3-9849851-9850663,0.8992581392667078
chr4-41110400-41112399,chr1-21840174-21841175,0.8592371671488459
chr4-41110400-41112399,chr1-17953831-17955291,0.8961479471680034
chr4-41110400-41112399,chr5-2748014-2749222,0.4516110836765812
chr4-41110400-41112399,chr4-15840260-15841687,0.5559927117198982
chr4-41110400-41112399,chr2-5466271-5467239,0.5304513958323752
chr4-41110400-41112399,chr5-29709379-29710618,0.38105040598338297
chr4-41110400-41112399,chr3-35958762-35960598,0.6003264335081389
chr4-41110400-41112399,chr1-28812615-28813419,0.8378722527651838
chr4-41110400-41112399,chr2-42827273-42829098,0.4737385879644527
chr4-41110400-41112399,chr4-1070640-1070935,0.7488881788700014
chr4-41110400-41112399,chr5-19132747-19134339,0.8604850352061566
chr4-41110400-41112399,chr1-33425301-33425897,0.6246818110380161
chr4-41110400-41112399,chr3-27778642-27779018,0.6058024514404643
chr4-41110400-41112399,chr1-15573458-15573733,0.6484911466393406
chr4-43392022-43393388,chr5-47422165-47422678,0.4797277204613847
chr4-43392022-43393388,chr2-44381573-44382850,0.35396771784203285
chr4-43392022-43393388,chr3-9849851-9850663,0.8481944266046149
chr4-43392022-43393388,chr1-19762804-19764599,0.3800768309322127
chr4-43392022-43393388,chr1-5294539-5295751,0.8743783020495037
chr4-43392022-43393388,chr5-2748014-2749222,0.7024100872950814
chr4-43392022-43393388,chr4-15840260-15841687,0.8194606412481873
chr4-43392022-43393388,chr4-6698848-6700325,0.3128007631573393
chr4-43392022-43393388,chr2-47787763-47789209,0.8839531127883968
chr4-43392022-43393388,chr4-47673570-47674149,0.5857936977756844
chr4-43392022-43393388,chr2-34127676-34128374,0.3960716667095615
chr4-43392022-43393388,chr2-48810594-48811520,0.5805337120424772
chr4-43392022-43393388,chr1-28812615-28813419,0.5041066221065686
chr4-43392022-43393388,chr2-42827273-42829098,0.5580048677419747
chr4-43392022-43393388,chr5-35086263-35087906,0.5396614741432533
chr4-43392022-43393388,chr1-29372244-29373464,0.5219874280459054
chr4-43392022-43393388,chr3-27328752-27330074,0.3372356703766497
chr4-43392022-43393388,chr5-24767318-24767734,0.6695563529013548
chr4-43392022-43393388,chr3-41260456-41261952,0.8665897454522651
